country,hap_score,sunshine,temperature,GDP,population
Finland,1.0,0.22294999370197777,0.25172658304380996,0.013344109387458086,0.0036813870530402457
Norway,0.9919610746773851,0.019453891478075976,0.2526912911751434,0.021175691386266866,0.003536201697082036
Denmark,0.9837105986883858,0.25430014975297777,0.3537384662918976,0.01728664034948771,0.0038796967767307203
Iceland,0.9710175587053098,0.0,0.19464342475832297,0.0012481649149433515,0.0
Switzerland,0.9693251533742332,0.2542301717260781,0.3854500230062884,0.035659945966194706,0.005819713090636347
Netherlands,0.9595938227205414,0.1410757022295001,0.39952987149820945,0.0442987804905432,0.012035664141757496
Canada,0.9356885974190818,0.29441621997359513,0.23503658901334296,0.08368160987572872,0.02617810357215067
New Zealand,0.9348423947535435,0.2632363437880508,0.5176717191587922,0.01027032657772297,0.0032429088668470894
Sweden,0.9327268880896976,0.19124994751647992,0.2998272861248744,0.026922808881102992,0.007004023115884013
Australia,0.9238417601015444,0.6368140403913173,0.5821619179083557,0.06928177431955253,0.01756263488418474
United Kingdom,0.9064946054580072,0.0858630390057523,0.37105749645643915,0.1407115448113978,0.04713867646718054
Austria,0.8957055214723926,0.23428643405970542,0.4244013363652733,0.022046387113878158,0.006052307433866364
Ireland,0.8614343135180877,0.053323256497459996,0.362002058340391,0.01864572208482835,0.0032191753904893985
Germany,0.8588957055214724,0.13330814124364956,0.4016123518206089,0.19284579844582844,0.0588652542212026
Belgium,0.8508567801988576,0.09195112734601352,0.4074322537049016,0.026318923633866665,0.007896659669291406
Luxembourg,0.8472604188703196,0.12889952554897768,0.38585391118016754,0.0034306134339237696,0.00018199349348927617
United States,0.842183202877089,0.6300619383291427,0.5310301817168714,1.0,0.23280361054087198
Israel,0.8269515548973979,0.8330184322122857,0.7202238241415616,0.01810172763502687,0.006082454881496661
United Arab Emirates,0.8184895282420139,0.9160263677205359,0.9588745368178425,0.02045838415626466,0.006615941844380573
Czech Republic,0.8051618362597843,0.14317504303648668,0.3909566392591752,0.012052084191661946,0.00732826130746288
Malta,0.7873915802834779,0.7251123147331741,0.6738855287111812,0.0006949567430055582,9.405898127829098e-05
France,0.7581975883224031,0.3525492995199511,0.4883743778855112,0.13531657435696448,0.04759616553587497
