country,hap_score,sunshine,temperature,GDP,population
Croatia,0.5093428511442369,0.3969853466011674,0.440341713760081,0.002879036028281755,0.002632322699188694
Turkey,0.49695570018895663,0.4225133308141247,0.5369719702380603,0.03548149592411995,0.059023705120024715
Belarus,0.4864581146336344,0.20153671747071436,0.28725358494346526,0.0029799772289871304,0.0064369015045460535
Greece,0.4788998530338023,0.6071293613805264,0.5976889694397515,0.009546327290413863,0.007361896811993808
Mongolia,0.4784799496115894,0.6161565268505691,0.0,0.0006376066569777422,0.0020354090358610383
North Macedonia,0.4761704807894185,0.4249065793340891,0.46702853838132236,0.0005629533582471027,0.0012193761383763263
Nigeria,0.47428091538946043,0.5619851366670866,0.8949471992131118,0.02088304445014106,0.14253606528974286
Algeria,0.4629435229897125,0.8175043036486548,0.6193237066956895,0.007989044537352887,0.030334633436052413
Morocco,0.4623136678563931,0.7677149375096223,0.6306422160392353,0.005567650897084901,0.025658378798741825
Azerbaijan,0.4623136678563931,0.369651929294202,0.5481983069139664,0.0022224700530303005,0.006866439436121177
Indonesia,0.45895444047869,0.5015954990133102,0.8913994475053503,0.052189008344782024,0.19203353177337998
China,0.4587444887675835,0.2970847153993647,0.5281235646185396,0.6662439831179519,1.0
Vietnam,0.45538526138988034,0.3343200235126172,0.9085698123498851,0.012195416509402335,0.06828379117567292
Cameroon,0.4278815872349359,0.35190200277112976,0.860506650758884,0.0018257274902571455,0.018129960321566354
Bulgaria,0.42095318076842336,0.35730780534912054,0.3607357046252491,0.0031902060998355106,0.004700348977924643
Ghana,0.41780390510182674,0.43688681753929287,0.9081762667407417,0.0031632436192023435,0.021356847645743863
Ivory Coast,0.40688641612429144,0.4174833102405847,0.9029294304618877,0.002706086088006123,0.01801639291539217
Benin,0.3940793617467983,0.5472701571706483,0.9184572789493585,0.0006462536200141402,0.008128971515691131
Gabon,0.37644341801385695,0.1650921610614268,0.8923902203561951,0.0007620916182625401,0.0012875053555818168
South Africa,0.36027713625866065,0.7618157898419898,0.6239775429052251,0.01807491015986606,0.041351675114480464
Albania,0.3596472811253413,0.5109795524205402,0.5199540981516317,0.0006933105469012777,0.0017718172337584262
Senegal,0.3516691161032963,0.7639501196624261,0.800467215242328,0.001062185060342881,0.011322989356034778
Somalia,0.3489397438589125,0.7456858546416426,0.9092919366663783,0.00027695726610465544,0.010716576511354445
Niger,0.3405416754146547,0.7866649871940212,1.0,0.0005774226945719611,0.016306955936588916
Burkina Faso,0.33193365525929036,0.7901918797497589,0.9749261153283945,0.0007296064749633618,0.014182919375283671
Armenia,0.32605500734831,0.48158878112272746,0.37045159586336907,0.0006102154237274053,0.0018453841976085459
Iran,0.3237455385261391,0.691430490825881,0.5608504592461717,0.012023914555393943,0.05865727077099972
Guinea,0.3208062145706488,0.46731326363521847,0.8999385243102204,0.000605293870119591,0.008818260791951617
Georgia,0.31765693890405217,0.3018852080446741,0.40329418622124896,0.0007902192071165375,0.002387121749876221
Gambia,0.3170270837707328,0.7318302053155309,0.8733546145474242,5.9338908274761426e-05,0.0014119333337490928
Kenya,0.31555742179298774,0.7150459755636732,0.7927463239814395,0.004666459365599668,0.03709960308449823
Mauritania,0.31156833928196526,0.8418356636016294,0.841623140360385,0.0003428840470404394,0.002959486328325798
Mozambique,0.30652949821541053,0.6344207918713526,0.7943251107700862,0.0006925854358081485,0.021320031123805868
Tunisia,0.30547973965987835,0.7234118486795148,0.6526022431796136,0.0019252765787248498,0.008053348965660049
Bangladesh,0.30442998110434616,0.3102825712726205,0.8828553408713165,0.014092056038007983,0.11559429372885698
Iraq,0.3004408985933236,0.8035436872821936,0.7696046986653954,0.010943867115972313,0.027674901736887688
Mali,0.29057316817132056,0.7444962281843504,0.9498786424346197,0.0007810274339968661,0.01371157694562456
Chad,0.28217509972706273,0.8507368686232526,0.9734242869958429,0.0005027001903200873,0.011074670566362103
Ukraine,0.2783959689271468,0.2636772053575178,0.38092432114900326,0.007154598335219838,0.03128188634361032
Ethiopia,0.26873819021625023,0.6316286685980603,0.5553813997331503,0.0044498324973793425,0.07937999104078483
Uganda,0.24837287423892512,0.410211193685183,0.7545708313790137,0.0016242633756087595,0.031199026254402157
Egypt,0.24354398488347692,1.0,0.7768707963151025,0.014115830249340865,0.0710733402830715
Zambia,0.2311568339281966,0.6879399868441313,0.7426481905655314,0.001062299560182014,0.012434748132716491
Togo,0.22653789628385476,0.526073812822774,0.9197109276453904,0.00031165757042763326,0.005486628810859872
India,0.2118412765064035,0.49965150942604053,0.8771997733289134,0.1339059244769311,0.9706354263174221
Madagascar,0.194625236195675,0.6455193069376215,0.6385475343694645,0.0006328618246399226,0.018906520706396018
Burundi,0.16145286584085664,0.43935004408615713,0.7204367961602743,9.754715415462627e-05,0.00793671843054493
Zimbabwe,0.13793827419693472,0.7298988117731035,0.687021798824221,0.0008745312876832554,0.01014997013214805
Botswana,0.10119672475330678,0.8815411960644363,0.7546619064749845,0.0007489954897198466,0.0013806746393629475
Malawi,0.08482049128700407,0.6167023554603854,0.7333958715659004,0.0004891884198990485,0.012980238746238175
Tanzania,0.04723913499895026,0.7183314439266074,0.7972200844873304,0.002827277104844043,0.04095888549320373
Afghanistan,0.04136048708796978,0.7759583490783895,0.5731012739888013,0.0008519098093292097,0.02677391692658031
Central African Republic,0.01616628175519639,0.5120292228240332,0.9021507383913401,7.836490916379823e-05,0.0031154358999068567
Democratic Republic of the Congo,0.2657988662607601,0.3770416106142672,0.8590744844011132,0.0017439238096760956,0.05391843550704263
Republic of the Congo,0.20638253201763596,0.15605100222530136,0.8590744844011132,0.0005293196823259352,0.003194244501937746
Somalia,0.4306109594793199,0.74568585296217,0.9000195929853965,0.00022353823562964772,0.009547240005468385
Syria,0.0,0.8035436889616663,0.6350049503868417,0.0007442528027275136,0.012531648451076342
Jordan,0.45895444047869,0.8035436889616663,0.6342375493513179,0.0017751524224104969,0.006328057754414404
Yemen,0.22485828259500318,0.8035436889616663,0.8436659625043833,0.0019551618186432803,0.01857155466044137
Myanmar,0.27314717614948575,0.3770416106142672,0.9227446363599109,0.0029163202141951083,0.03717545513827506
Laos,0.39260969976905324,0.15605100222530136,0.9227446363599109,0.0006478723885441157,0.005325858239542264
Sri Lanka,0.2655889145496536,0.15605100222530136,0.9265998583782261,0.0037355724463208487,0.01464378634449828
Malaysia,0.5803065294982154,0.15605100222530136,0.9166339500635252,0.014035296163525838,0.02125247104746832
Venezuela,0.7986563090489187,0.6585212226560861,0.8982656901898464,0.02248055272175527,0.021118087012070606
Suriname,0.6850724333403319,0.6585212226560861,0.895501351099049,0.00021395147814170433,0.00014109364490578065
Haiti,0.3174469871929456,0.6585212226560861,0.8590744844011132,0.0006668514993925782,0.007343392983675576
Dominican Republic,0.3944992651690111,0.6585212226560861,0.8695249008419896,0.0,0.0070493297631939065
