country,Score,sunshine,temperature,GDP,population,christianity_all,judaism_all,islam_all
Bolivia,0.6022847471969536,0.40150031256511765,0.48422915472416445,0.002740068694818568,0.007843954580615094,0.05772588302146775,6.279942992471784e-05,3.5276662309759063e-06
Estonia,0.5995345885339538,0.27464055011460725,0.25176539833216394,0.002033718674266316,0.00069113731404128,0.002232849825086558,0.0003050258024914866,8.335413879099187e-06
Paraguay,0.5872646498836471,0.6151281516982704,0.7561627964820822,0.0027355915195454877,0.004708580808785149,0.03644880412196455,0.0005756016319956995,1.7628408043118697e-05
Peru,0.5834567378887244,0.3978537195249013,0.5983970662006365,0.01586123351100595,0.02255874201006625,0.16383794639417193,0.0005382808279261529,2.818163740076392e-05
Moldova,0.5785910725618785,0.3329860387580746,0.37991269826879653,0.000664796489002642,0.0016796069410589531,0.017356009518154553,0.0006997650763039988,0.0006346723051110773
Hungary,0.5743600592341866,0.25046884767659927,0.41553076319045157,0.011399298467910495,0.006719048839163933,0.03959844565827108,0.001967416426070089,2.0739303580139647e-05
Libya,0.5629363232494182,0.7714523859137319,0.7127318356562815,0.003626889292036558,0.004510703912283387,0.0011344631982342776,0.0,0.03130996288359277
Philippines,0.5540511952612651,0.3234423838299646,0.8980435810250451,0.024806098230085175,0.07579729126605596,0.5019890448072383,5.3828082792615286e-05,0.025370672878270013
Honduras,0.549820181933573,0.38874765576161713,0.7693505742397132,0.0015605045086921545,0.006584964395353798,0.04228825944606528,7.123249622889424e-05,3.8203980279204613e-07
Belarus,0.5453776179394965,0.20004167534903114,0.26415817150805904,0.004161229543966362,0.006478905333747915,0.03202404116099136,0.0021531233117046116,9.26818638461743e-05
Turkey,0.5453776179394965,0.41937903729943754,0.5561581687900943,0.05587515039058718,0.058461882099230034,0.0018771700047288708,0.0026914041396307645,0.3755869818299885
Pakistan,0.543050560609266,0.7438285753976525,0.7826093290145837,0.022482950613106633,0.1510799110733937,0.016988173461787714,0.0,0.7997487021562129
Portugal,0.5299344192934208,0.601514204348128,0.5126855921149188,0.01727350307332918,0.007081467094980759,0.05418013000007124,0.0005727308009134266,0.0004498493870096941
Greece,0.5189337846414216,0.6026255469889559,0.598324632449856,0.015096164185323852,0.007401673647473988,0.06344661006396005,0.0010134033720423038,0.0013479555015914687
Montenegro,0.5166067273111912,0.48135028130860585,0.4868961393926635,0.00023632642550695018,0.0001921738456692651,0.002814287465405007,0.0,0.0005952328974176491
Croatia,0.5111064099851914,0.39404042508856013,0.43522549072936334,0.004320783063587628,0.002663364670114494,0.02399051594945399,9.922309928105418e-05,0.0003210275501305683
Algeria,0.5056060926591919,0.8114398833090228,0.6039446794589572,0.012430354453161594,0.02985986640761011,0.0016695336509596592,0.0,0.17518926351061437
Morocco,0.4969325153374232,0.7620198652497049,0.605632630707355,0.008340791286546696,0.025439377372199163,0.0018622153390225984,0.0010765616558523058,0.1559401880469371
China,0.4952401100063466,0.2948808779606863,0.5243285039517,1.0,1.0,0.4635892361033769,0.0004627420850738494,0.16685234131852753
Azerbaijan,0.48572033001903947,0.36690977286934806,0.544650665223571,0.003231358657166978,0.006836138220015614,0.0012706831508158072,0.0014354155411364078,0.04264414609837138
Nigeria,0.47598899936534805,0.5578162117107729,0.876509892692979,0.02843021486189331,0.13941881714947943,0.3845437035905166,1.7942694264205098e-05,0.3884121076252763
Mongolia,0.46964247937381004,0.6115857470306314,0.0,0.0007887017682947243,0.0020090404850216124,0.0002901632932448278,0.0,0.000407145275546952
Vietnam,0.4649883647133488,0.3318399666597208,0.8773704657812523,0.017490805707888635,0.06787845401649545,0.047532344396005205,0.0,0.0004634887041249582
Indonesia,0.46287285804950284,0.49787455719941676,0.870676761069341,0.07486365466406916,0.19061354857671128,0.15115199913311658,0.0,1.0
Somalia,0.4393907340808124,0.7401541987914148,0.8760801717953769,0.0002612685324252597,0.010450248098006343,0.0,0.0,0.04605996893669095
Cameroon,0.4379098794161201,0.3492915190664721,0.8409591009660476,0.002717480486467636,0.01772918635856567,0.058607501263883144,0.0,0.021161244215322
Bulgaria,0.429024751427967,0.35465722025421964,0.3456828694179409,0.004617023401420283,0.004757759104586051,0.03684769027089435,0.00035885388528410195,0.004821044617882797
Gabon,0.39200338481066216,0.16386747239008131,0.8708563873039173,0.0010542554859451255,0.0012596583221242679,0.006199436764629788,0.0,0.0010419862735579636
South Africa,0.38481066215358584,0.7561644787108425,0.5921155898435506,0.02898098535573084,0.040958001188469303,0.2405370579913714,0.014629755195262268,0.0041909270210699415
Ghana,0.37063676750581764,0.4336458984510662,0.883521135731459,0.00468438721095792,0.020974211586361854,0.10026216889578426,0.0,0.020953617986394224
Senegal,0.3651364501798181,0.7582829756199206,0.7703101587173196,0.0015040903782174713,0.011053567128554528,0.0024776619211379102,0.0,0.05629256766867603
Tunisia,0.35688597419081863,0.7180454261304438,0.6505638721093341,0.0029043736298299027,0.00799516814259205,0.00019614556176447158,0.00026914041396307645,0.05181445090857996
Albania,0.3556166701925112,0.5071889977078557,0.5231994889654767,0.0009311040787927996,0.0017923858765139795,0.004045471761387561,0.0,0.009986917369454519
Bangladesh,0.3374233128834356,0.3079808293394457,0.8638673207090333,0.01956567248473938,0.11481970638003228,0.0017244921959668187,3.175856884764302e-05,0.6555179149875108
Iraq,0.32811508356251334,0.7975828297561991,0.7934059974753054,0.016206220983594043,0.027153939921899108,0.0035391342301383548,0.0,0.14988701544949115
Mali,0.3262111275650519,0.7389733972355351,0.941808919021578,0.0010689065392252475,0.013352065609180284,0.0023928356349684813,0.0,0.06328217439987997
Namibia,0.3249418235667442,1.0,0.6442819411687324,0.0008249777651693829,0.0014942727632548177,0.01106069534371065,0.0004424668405552977,4.902017209851189e-05
Burkina Faso,0.32134546223820615,0.784330068764326,0.9660086725236655,0.000983911536790154,0.013832461718134023,0.02715259891205728,0.0,0.0447671115131515
Mozambique,0.3198646075735138,0.6297145238591373,0.7648157937190923,0.0009087495637376266,0.020780901836719573,0.06140913935174002,3.911507349596711e-05,0.026396082593631506
Kenya,0.3183837529088217,0.7097416128360075,0.7548294203765723,0.006476973320744318,0.036394455280062764,0.19249342088286986,0.00023325502543466626,0.020827470428134643
Zambia,0.3114025809181299,0.6828367020907133,0.7131990751911625,0.0017340611020011335,0.012121295471399219,0.06737719172969317,0.0003017961175239297,0.00035129800255698744
Mauritania,0.3069600169240533,0.8355907480725151,0.8173232893105361,0.00036950983467575426,0.0028883128750503296,2.6053321065556234e-05,0.0,0.015935753408291196
Ethiopia,0.3056907129257457,0.6269431131485725,0.523725772700287,0.005905905993410493,0.07763200507461142,0.3009340926611882,0.0008074212418892294,0.1405730090963181
Georgia,0.3035752062618997,0.29964575953323613,0.41139209021581813,0.0011069724104241687,0.0024057405081395044,0.021084337796797012,0.0021531233117046116,0.002185401633979275
Armenia,0.2995557436005923,0.4780162533861219,0.41104805314535925,0.0007368646226055039,0.0018532562108870799,0.01831350026000145,0.0001013762225927588,3.3738579986830045e-06
Chad,0.2953247302729004,0.8444259220670972,0.9756305525374835,0.0006491362521482293,0.010785031015230491,0.02320223217012157,0.0,0.03149055855608404
India,0.27184260630421,0.49594498853927915,0.871382184499817,0.19426827736053204,0.9642630798124944,0.16617976861644512,0.0008971347132102548,0.7944923554331617
Niger,0.26676539031097957,0.7808293394457176,0.9875621300729791,0.000762109624088927,0.015751565419534593,0.003447326723386935,0.0,0.06804323380716853
Uganda,0.2657076369790564,0.4071681600333403,0.735531730213569,0.0022102453230863077,0.03021683617487841,0.1539880382994158,0.00035885388528410195,0.018526241272127052
Benin,0.26147662365136454,0.5432103910536915,0.8948408851794891,0.0008667514364453639,0.00793800357905872,0.020854902210419014,0.0,0.01153757723654039
Sudan,0.26105352231859535,0.9291519066472181,1.0,0.002068970372879725,0.02955547337828671,0.017011600655621576,0.0,0.1413477510854892
Ukraine,0.2534376983287497,0.2617211919149823,0.3551168075591458,0.009261772640316523,0.03156700458055737,0.23285983645394587,0.012021605157017414,0.002260881783588046
Togo,0.23143642902475148,0.5221712856845178,0.8961431119826725,0.00035207397854261033,0.005373883972831262,0.016593790942816336,0.0,0.004046317513379332
Guinea,0.22403215570129048,0.46384663471556564,0.8703635774462317,0.000693610536339994,0.008600619221400947,0.004840831824731175,0.0,0.0431779995879924
Angola,0.1882800930822932,0.4221712856845176,0.7505354658052723,0.007135617255137148,0.02171770387680653,0.10118620325201653,0.0,0.0009845215333509833
Madagascar,0.18383752908821666,0.6407307077863442,0.6051714350669551,0.0008305901679260219,0.018475083799105126,0.07146065915543974,5.5263498333751694e-05,0.0055733802206979445
Zimbabwe,0.16649037444467957,0.7244842675557407,0.6540604975240959,0.001144103244635715,0.010044222681191603,0.05915824529949813,0.0020321895523638693,0.0006456373436067971
Afghanistan,0.1537973344616036,0.7702021254428004,0.6125518050865733,0.0011396177467964945,0.026254285435721843,1.7551085616340506e-05,0.0,0.13336503436770528
Botswana,0.1449122064734504,0.8750017364728765,0.7065591597312981,0.0010576328223025969,0.0013557730542840402,0.007405833271448031,0.0,0.00024415320331939994
Malawi,0.14427755447429666,0.6121275265680348,0.7166245686170324,0.0005513509853209131,0.012685682872871055,0.062078005639602286,4.988069005449017e-05,0.010471929302988722
Tanzania,0.08419716522107047,0.7130027088976871,0.7641066434333175,0.003943304216384034,0.03990333181948637,0.12221691933327954,0.0,0.07692833350070315
Central African Republic,0.03765601861645872,0.5082308814336319,0.8731056458807847,0.0,0.0030758924775945917,0.013136411261791334,0.0,0.0033494322590837157
Burundi,0.0,0.4360908522608877,0.6936535853544351,3.221260780468027e-05,0.007717200389687938,0.04537527794838528,0.0,0.0010645464681462158
